chain,iter,log_p,dataset
1,132,-10673.669,run5p3wgs_t
0,132,-10599.162,run5p3wgs_t
2,132,-9905.074,run5p3wgs_t
1,132,-11463.885,run5p9wgs
2,132,-11131.063,run5p9wgs
3,132,-10943.303,run5p9wgs
0,132,-10611.085,run5p9wgs
3,132,-15811.256,run5p9wgs_t
1,132,-14707.873,run5p9wgs_t
2,132,-14463.914,run5p9wgs_t
0,132,-14366.035,run5p9wgs_t
1,133,234.784,run5p2wgs
3,133,1442.84,run5p2wgs
0,133,1612.109,run5p2wgs
2,133,1654.973,run5p2wgs
3,133,-1318.034,run5p2wgs_t
1,133,-1297.649,run5p2wgs_t
0,133,96.436,run5p2wgs_t
3,133,-8740.662,run5p3wgs
1,133,-8323.046,run5p3wgs
0,133,-8314.0,run5p3wgs
2,133,-8296.731,run5p3wgs
3,133,-10943.098,run5p3wgs_t
1,133,-10711.088,run5p3wgs_t
0,133,-10611.286,run5p3wgs_t
2,133,-9871.392,run5p3wgs_t
1,133,-11415.148,run5p9wgs
2,133,-11099.902,run5p9wgs
3,133,-11046.958,run5p9wgs
0,133,-10605.457,run5p9wgs
3,133,-15849.516,run5p9wgs_t
1,133,-14769.475,run5p9wgs_t
0,133,-14445.72,run5p9wgs_t
2,133,-14435.447,run5p9wgs_t
1,134,190.31,run5p2wgs
3,134,1500.093,run5p2wgs
0,134,1630.998,run5p2wgs
2,134,1666.023,run5p2wgs
1,134,-1443.199,run5p2wgs_t
3,134,-1354.798,run5p2wgs_t
0,134,37.411,run5p2wgs_t
3,134,-8731.383,run5p3wgs
2,134,-8309.08,run5p3wgs
0,134,-8293.156,run5p3wgs
1,134,-8285.678,run5p3wgs
3,134,-10866.707,run5p3wgs_t
1,134,-10848.303,run5p3wgs_t
0,134,-10624.563,run5p3wgs_t
2,134,-9887.532,run5p3wgs_t
1,134,-11428.771,run5p9wgs
2,134,-11109.066,run5p9wgs
3,134,-10969.469,run5p9wgs
0,134,-10614.289,run5p9wgs
3,134,-15914.847,run5p9wgs_t
1,134,-14764.064,run5p9wgs_t
2,134,-14402.759,run5p9wgs_t
0,134,-14388.78,run5p9wgs_t
1,135,169.87,run5p2wgs
3,135,1564.039,run5p2wgs
0,135,1623.184,run5p2wgs
2,135,1647.522,run5p2wgs
1,135,-1533.189,run5p2wgs_t
3,135,-1393.067,run5p2wgs_t
0,135,-33.168,run5p2wgs_t
3,135,-8849.794,run5p3wgs
0,135,-8297.955,run5p3wgs
2,135,-8296.058,run5p3wgs
1,135,-8281.203,run5p3wgs
3,135,-10845.512,run5p3wgs_t
1,135,-10781.579,run5p3wgs_t
0,135,-10612.091,run5p3wgs_t
2,135,-9813.778,run5p3wgs_t
1,135,-11450.685,run5p9wgs
2,135,-11041.569,run5p9wgs
3,135,-10991.995,run5p9wgs
0,135,-10553.968,run5p9wgs
3,135,-15887.007,run5p9wgs_t
1,135,-14711.798,run5p9wgs_t
2,135,-14418.275,run5p9wgs_t
0,135,-14390.179,run5p9wgs_t
1,136,200.436,run5p2wgs
3,136,1523.295,run5p2wgs
0,136,1634.016,run5p2wgs
2,136,1663.686,run5p2wgs
1,136,-1498.843,run5p2wgs_t
3,136,-1426.573,run5p2wgs_t
0,136,-22.079,run5p2wgs_t
3,136,-8859.722,run5p3wgs
0,136,-8287.404,run5p3wgs
2,136,-8286.362,run5p3wgs
1,136,-8283.926,run5p3wgs
3,136,-10953.331,run5p3wgs_t
1,136,-10730.142,run5p3wgs_t
0,136,-10644.788,run5p3wgs_t
2,136,-9826.655,run5p3wgs_t
1,136,-11460.739,run5p9wgs
2,136,-11107.848,run5p9wgs
3,136,-10938.878,run5p9wgs
0,136,-10570.574,run5p9wgs
3,136,-15895.566,run5p9wgs_t
1,136,-14651.207,run5p9wgs_t
0,136,-14425.457,run5p9wgs_t
2,136,-14412.409,run5p9wgs_t
1,137,203.085,run5p2wgs
3,137,1566.932,run5p2wgs
0,137,1630.261,run5p2wgs
2,137,1632.856,run5p2wgs
1,137,-1469.109,run5p2wgs_t
3,137,-1217.434,run5p2wgs_t
0,137,-234.998,run5p2wgs_t
3,137,-8954.128,run5p3wgs
0,137,-8305.001,run5p3wgs
1,137,-8287.607,run5p3wgs
2,137,-8282.077,run5p3wgs
3,137,-10908.514,run5p3wgs_t
1,137,-10733.536,run5p3wgs_t
0,137,-10623.892,run5p3wgs_t
2,137,-9821.666,run5p3wgs_t
1,137,-11503.362,run5p9wgs
2,137,-11097.029,run5p9wgs
3,137,-10988.114,run5p9wgs
0,137,-10619.599,run5p9wgs
3,137,-16033.228,run5p9wgs_t
1,137,-14663.981,run5p9wgs_t
2,137,-14455.952,run5p9wgs_t
0,137,-14426.47,run5p9wgs_t
1,138,162.173,run5p2wgs
3,138,1567.576,run5p2wgs
0,138,1613.631,run5p2wgs
2,138,1663.75,run5p2wgs
1,138,-1506.374,run5p2wgs_t
3,138,-1242.833,run5p2wgs_t
0,138,-240.047,run5p2wgs_t
3,138,-8847.916,run5p3wgs
1,138,-8361.436,run5p3wgs
0,138,-8313.485,run5p3wgs
2,138,-8293.507,run5p3wgs
3,138,-10954.164,run5p3wgs_t
1,138,-10854.412,run5p3wgs_t
0,138,-10622.042,run5p3wgs_t
2,138,-9851.89,run5p3wgs_t
1,138,-11481.215,run5p9wgs
2,138,-11143.188,run5p9wgs
3,138,-10959.804,run5p9wgs
0,138,-10656.264,run5p9wgs
3,138,-16016.695,run5p9wgs_t
1,138,-14802.793,run5p9wgs_t
0,138,-14467.326,run5p9wgs_t
2,138,-14430.905,run5p9wgs_t
1,139,155.046,run5p2wgs
3,139,1623.346,run5p2wgs
0,139,1643.352,run5p2wgs
2,139,1675.786,run5p2wgs
1,139,-1590.539,run5p2wgs_t
3,139,-1380.829,run5p2wgs_t
0,139,-77.185,run5p2wgs_t
3,139,-8817.305,run5p3wgs
1,139,-8391.968,run5p3wgs
0,139,-8321.939,run5p3wgs
2,139,-8280.801,run5p3wgs
3,139,-10956.239,run5p3wgs_t
1,139,-10887.838,run5p3wgs_t
0,139,-10641.853,run5p3wgs_t
2,139,-9858.337,run5p3wgs_t
1,139,-11541.29,run5p9wgs
2,139,-11121.629,run5p9wgs
3,139,-11001.755,run5p9wgs
0,139,-10598.114,run5p9wgs
3,139,-16030.637,run5p9wgs_t
1,139,-14777.127,run5p9wgs_t
0,139,-14450.221,run5p9wgs_t
2,139,-14419.283,run5p9wgs_t
1,140,228.163,run5p2wgs
3,140,1555.085,run5p2wgs
0,140,1606.607,run5p2wgs
2,140,1683.234,run5p2wgs
1,140,-1580.735,run5p2wgs_t
3,140,-1480.095,run5p2wgs_t
0,140,-3.499,run5p2wgs_t
3,140,-8827.127,run5p3wgs
1,140,-8418.89,run5p3wgs
0,140,-8304.096,run5p3wgs
2,140,-8285.092,run5p3wgs
3,140,-10943.426,run5p3wgs_t
1,140,-10896.216,run5p3wgs_t
0,140,-10640.38,run5p3wgs_t
2,140,-9834.916,run5p3wgs_t
1,140,-11546.428,run5p9wgs
2,140,-11143.279,run5p9wgs
3,140,-10982.928,run5p9wgs
0,140,-10661.866,run5p9wgs
3,140,-15946.932,run5p9wgs_t
1,140,-14813.882,run5p9wgs_t
0,140,-14484.842,run5p9wgs_t
2,140,-14390.029,run5p9wgs_t
1,141,249.464,run5p2wgs
3,141,1601.845,run5p2wgs
0,141,1610.439,run5p2wgs
2,141,1680.531,run5p2wgs
1,141,-1608.51,run5p2wgs_t
3,141,-1360.735,run5p2wgs_t
0,141,51.597,run5p2wgs_t
3,141,-8857.489,run5p3wgs
1,141,-8352.584,run5p3wgs
0,141,-8289.835,run5p3wgs
2,141,-8275.078,run5p3wgs
1,141,-10956.65,run5p3wgs_t
3,141,-10802.065,run5p3wgs_t
0,141,-10596.905,run5p3wgs_t
2,141,-9879.264,run5p3wgs_t
1,141,-11493.272,run5p9wgs
2,141,-11164.706,run5p9wgs
3,141,-10971.685,run5p9wgs
0,141,-10685.215,run5p9wgs
3,141,-15915.813,run5p9wgs_t
1,141,-14848.72,run5p9wgs_t
0,141,-14460.651,run5p9wgs_t
2,141,-14334.791,run5p9wgs_t
1,142,279.153,run5p2wgs
3,142,1591.36,run5p2wgs
0,142,1630.225,run5p2wgs
2,142,1643.647,run5p2wgs
1,142,-1664.486,run5p2wgs_t
3,142,-1369.981,run5p2wgs_t
0,142,42.336,run5p2wgs_t
3,142,-8838.625,run5p3wgs
1,142,-8306.454,run5p3wgs
0,142,-8297.268,run5p3wgs
2,142,-8278.832,run5p3wgs
1,142,-11009.333,run5p3wgs_t
3,142,-10720.05,run5p3wgs_t
0,142,-10573.678,run5p3wgs_t
2,142,-9888.557,run5p3wgs_t
1,142,-11433.994,run5p9wgs
2,142,-11169.813,run5p9wgs
3,142,-11028.117,run5p9wgs
0,142,-10680.58,run5p9wgs
3,142,-15934.915,run5p9wgs_t
1,142,-14839.941,run5p9wgs_t
0,142,-14536.778,run5p9wgs_t
2,142,-14362.761,run5p9wgs_t
1,143,244.337,run5p2wgs
3,143,1555.872,run5p2wgs
0,143,1624.438,run5p2wgs
2,143,1666.077,run5p2wgs
1,143,-1761.418,run5p2wgs_t
3,143,-1406.624,run5p2wgs_t
0,143,37.925,run5p2wgs_t
3,143,-8892.65,run5p3wgs
1,143,-8301.22,run5p3wgs
0,143,-8297.296,run5p3wgs
2,143,-8273.824,run5p3wgs
1,143,-10938.26,run5p3wgs_t
3,143,-10734.42,run5p3wgs_t
0,143,-10578.259,run5p3wgs_t
2,143,-9873.242,run5p3wgs_t
1,143,-11461.753,run5p9wgs
2,143,-11105.283,run5p9wgs
3,143,-10997.399,run5p9wgs
0,143,-10725.321,run5p9wgs
3,143,-15614.034,run5p9wgs_t
1,143,-14724.619,run5p9wgs_t
0,143,-14519.935,run5p9wgs_t
2,143,-14430.265,run5p9wgs_t
1,144,230.053,run5p2wgs
3,144,1530.519,run5p2wgs
0,144,1659.089,run5p2wgs
2,144,1666.721,run5p2wgs
1,144,-1693.259,run5p2wgs_t
3,144,-1379.121,run5p2wgs_t
0,144,171.426,run5p2wgs_t
3,144,-8865.177,run5p3wgs
1,144,-8309.418,run5p3wgs
0,144,-8302.854,run5p3wgs
2,144,-8280.318,run5p3wgs
1,144,-10830.381,run5p3wgs_t
3,144,-10775.684,run5p3wgs_t
0,144,-10523.828,run5p3wgs_t
2,144,-9908.387,run5p3wgs_t
1,144,-11495.004,run5p9wgs
2,144,-11158.781,run5p9wgs
3,144,-10958.848,run5p9wgs
0,144,-10679.218,run5p9wgs
3,144,-15585.469,run5p9wgs_t
1,144,-14699.882,run5p9wgs_t
0,144,-14596.05,run5p9wgs_t
2,144,-14469.362,run5p9wgs_t
1,145,255.129,run5p2wgs
3,145,1526.96,run5p2wgs
0,145,1645.177,run5p2wgs
2,145,1663.221,run5p2wgs
1,145,-1659.558,run5p2wgs_t
3,145,-1461.026,run5p2wgs_t
0,145,103.646,run5p2wgs_t
3,145,-8846.443,run5p3wgs
0,145,-8302.078,run5p3wgs
2,145,-8283.408,run5p3wgs
1,145,-8262.233,run5p3wgs
1,145,-10933.757,run5p3wgs_t
3,145,-10664.535,run5p3wgs_t
0,145,-10564.204,run5p3wgs_t
2,145,-9867.663,run5p3wgs_t
1,145,-11555.855,run5p9wgs
2,145,-11167.35,run5p9wgs
3,145,-10961.002,run5p9wgs
0,145,-10688.039,run5p9wgs
3,145,-15501.163,run5p9wgs_t
1,145,-14712.665,run5p9wgs_t
0,145,-14543.476,run5p9wgs_t
2,145,-14357.148,run5p9wgs_t
1,146,250.753,run5p2wgs
3,146,1559.138,run5p2wgs
0,146,1601.297,run5p2wgs
2,146,1688.631,run5p2wgs
3,146,-1561.805,run5p2wgs_t
1,146,-1541.845,run5p2wgs_t
0,146,52.517,run5p2wgs_t
3,146,-8778.377,run5p3wgs
1,146,-8415.931,run5p3wgs
0,146,-8297.425,run5p3wgs
2,146,-8294.038,run5p3wgs
1,146,-10833.242,run5p3wgs_t
3,146,-10662.043,run5p3wgs_t
0,146,-10458.835,run5p3wgs_t
2,146,-9887.722,run5p3wgs_t
1,146,-11538.273,run5p9wgs
2,146,-11139.702,run5p9wgs
3,146,-10946.046,run5p9wgs
0,146,-10621.183,run5p9wgs
3,146,-15505.387,run5p9wgs_t
1,146,-14657.617,run5p9wgs_t
0,146,-14607.236,run5p9wgs_t
2,146,-14380.318,run5p9wgs_t
1,147,295.127,run5p2wgs
3,147,1532.491,run5p2wgs
0,147,1645.192,run5p2wgs
2,147,1682.189,run5p2wgs
3,147,-1578.324,run5p2wgs_t
1,147,-1476.619,run5p2wgs_t
0,147,-91.492,run5p2wgs_t
3,147,-8885.999,run5p3wgs
1,147,-8358.923,run5p3wgs
2,147,-8302.67,run5p3wgs
0,147,-8281.141,run5p3wgs
1,147,-10876.152,run5p3wgs_t
3,147,-10714.215,run5p3wgs_t
0,147,-10427.159,run5p3wgs_t
2,147,-9941.022,run5p3wgs_t
1,147,-11565.514,run5p9wgs
2,147,-11103.463,run5p9wgs
3,147,-10951.841,run5p9wgs
0,147,-10644.239,run5p9wgs
3,147,-15590.576,run5p9wgs_t
0,147,-14607.79,run5p9wgs_t
1,147,-14597.564,run5p9wgs_t
2,147,-14386.048,run5p9wgs_t
1,148,332.396,run5p2wgs
3,148,1593.591,run5p2wgs
0,148,1652.378,run5p2wgs
2,148,1673.595,run5p2wgs
1,148,-1487.998,run5p2wgs_t
3,148,-1370.761,run5p2wgs_t
0,148,-25.992,run5p2wgs_t
3,148,-8892.45,run5p3wgs
1,148,-8348.717,run5p3wgs
2,148,-8293.852,run5p3wgs
0,148,-8282.872,run5p3wgs
1,148,-10918.08,run5p3wgs_t
3,148,-10762.119,run5p3wgs_t
0,148,-10439.324,run5p3wgs_t
2,148,-9853.538,run5p3wgs_t
1,148,-11644.237,run5p9wgs
2,148,-11070.586,run5p9wgs
3,148,-10958.117,run5p9wgs
0,148,-10640.678,run5p9wgs
3,148,-15516.092,run5p9wgs_t
1,148,-14596.696,run5p9wgs_t
0,148,-14582.553,run5p9wgs_t
2,148,-14390.914,run5p9wgs_t
1,149,349.674,run5p2wgs
0,149,1636.596,run5p2wgs
2,149,1645.002,run5p2wgs
3,149,1675.954,run5p2wgs
1,149,-1424.8,run5p2wgs_t
3,149,-1410.247,run5p2wgs_t
0,149,-30.983,run5p2wgs_t
3,149,-8835.725,run5p3wgs
1,149,-8380.194,run5p3wgs
0,149,-8277.404,run5p3wgs
2,149,-8266.423,run5p3wgs
1,149,-10972.104,run5p3wgs_t
3,149,-10775.366,run5p3wgs_t
0,149,-10434.53,run5p3wgs_t
2,149,-9827.319,run5p3wgs_t
1,149,-11585.951,run5p9wgs
2,149,-11068.28,run5p9wgs
3,149,-10972.976,run5p9wgs
0,149,-10633.196,run5p9wgs
3,149,-15547.238,run5p9wgs_t
0,149,-14672.775,run5p9wgs_t
1,149,-14660.465,run5p9wgs_t
2,149,-14382.019,run5p9wgs_t
1,150,350.837,run5p2wgs
0,150,1611.054,run5p2wgs
2,150,1633.087,run5p2wgs
3,150,1669.968,run5p2wgs
1,150,-1490.469,run5p2wgs_t
3,150,-1376.683,run5p2wgs_t
0,150,24.875,run5p2wgs_t
3,150,-8926.751,run5p3wgs
1,150,-8317.57,run5p3wgs
0,150,-8299.498,run5p3wgs
2,150,-8278.492,run5p3wgs
1,150,-10881.453,run5p3wgs_t
3,150,-10796.034,run5p3wgs_t
0,150,-10417.734,run5p3wgs_t
2,150,-9871.203,run5p3wgs_t
1,150,-11545.08,run5p9wgs
2,150,-11088.777,run5p9wgs
3,150,-10966.898,run5p9wgs
0,150,-10671.524,run5p9wgs
3,150,-15547.882,run5p9wgs_t
1,150,-14730.738,run5p9wgs_t
0,150,-14656.841,run5p9wgs_t
2,150,-14367.795,run5p9wgs_t
1,151,318.932,run5p2wgs
0,151,1625.925,run5p2wgs
2,151,1656.627,run5p2wgs
3,151,1704.118,run5p2wgs
1,151,-1648.48,run5p2wgs_t
3,151,-1366.451,run5p2wgs_t
0,151,15.031,run5p2wgs_t
3,151,-8916.766,run5p3wgs
1,151,-8338.693,run5p3wgs
2,151,-8266.214,run5p3wgs
0,151,-8261.979,run5p3wgs
1,151,-10804.174,run5p3wgs_t
3,151,-10795.732,run5p3wgs_t
0,151,-10430.277,run5p3wgs_t
2,151,-9874.412,run5p3wgs_t
1,151,-11507.271,run5p9wgs
2,151,-11086.449,run5p9wgs
3,151,-10955.006,run5p9wgs
0,151,-10620.069,run5p9wgs
3,151,-15620.189,run5p9wgs_t
1,151,-14708.265,run5p9wgs_t
0,151,-14667.856,run5p9wgs_t
2,151,-14362.813,run5p9wgs_t
1,152,326.547,run5p2wgs
0,152,1592.946,run5p2wgs
3,152,1642.011,run5p2wgs
2,152,1674.871,run5p2wgs
1,152,-1526.554,run5p2wgs_t
3,152,-1361.966,run5p2wgs_t
0,152,24.517,run5p2wgs_t
3,152,-8865.089,run5p3wgs
1,152,-8337.316,run5p3wgs
0,152,-8276.274,run5p3wgs
2,152,-8268.734,run5p3wgs
1,152,-10810.647,run5p3wgs_t
3,152,-10774.391,run5p3wgs_t
0,152,-10374.079,run5p3wgs_t
2,152,-9858.305,run5p3wgs_t
1,152,-11527.649,run5p9wgs
2,152,-11072.637,run5p9wgs
3,152,-10961.913,run5p9wgs
0,152,-10640.974,run5p9wgs
3,152,-15520.962,run5p9wgs_t
1,152,-14758.29,run5p9wgs_t
0,152,-14708.721,run5p9wgs_t
2,152,-14349.971,run5p9wgs_t
1,153,296.536,run5p2wgs
0,153,1592.283,run5p2wgs
3,153,1630.463,run5p2wgs
2,153,1639.165,run5p2wgs
3,153,-1456.407,run5p2wgs_t
1,153,-1414.394,run5p2wgs_t
0,153,98.929,run5p2wgs_t
3,153,-8837.647,run5p3wgs
1,153,-8292.27,run5p3wgs
2,153,-8285.617,run5p3wgs
0,153,-8271.14,run5p3wgs
1,153,-10886.083,run5p3wgs_t
3,153,-10755.513,run5p3wgs_t
0,153,-10419.138,run5p3wgs_t
2,153,-9828.294,run5p3wgs_t
1,153,-11533.342,run5p9wgs
2,153,-11092.049,run5p9wgs
3,153,-10982.401,run5p9wgs
0,153,-10613.367,run5p9wgs
3,153,-15562.917,run5p9wgs_t
0,153,-14700.237,run5p9wgs_t
1,153,-14613.864,run5p9wgs_t
2,153,-14358.305,run5p9wgs_t
1,154,293.439,run5p2wgs
0,154,1586.33,run5p2wgs
2,154,1658.274,run5p2wgs
3,154,1659.565,run5p2wgs
1,154,-1440.061,run5p2wgs_t
3,154,-1358.43,run5p2wgs_t
0,154,82.516,run5p2wgs_t
3,154,-8853.141,run5p3wgs
1,154,-8318.257,run5p3wgs
2,154,-8281.249,run5p3wgs
0,154,-8277.466,run5p3wgs
1,154,-10776.885,run5p3wgs_t
3,154,-10673.418,run5p3wgs_t
0,154,-10370.712,run5p3wgs_t
2,154,-9827.626,run5p3wgs_t
1,154,-11520.799,run5p9wgs
2,154,-11062.914,run5p9wgs
3,154,-10937.642,run5p9wgs
0,154,-10627.736,run5p9wgs
3,154,-15565.011,run5p9wgs_t
0,154,-14625.914,run5p9wgs_t
1,154,-14605.525,run5p9wgs_t
2,154,-14325.719,run5p9wgs_t
1,155,312.156,run5p2wgs
0,155,1618.711,run5p2wgs
3,155,1620.221,run5p2wgs
2,155,1636.932,run5p2wgs
3,155,-1453.715,run5p2wgs_t
1,155,-1370.206,run5p2wgs_t
0,155,73.896,run5p2wgs_t
3,155,-8898.381,run5p3wgs
1,155,-8334.323,run5p3wgs
2,155,-8264.419,run5p3wgs
0,155,-8264.352,run5p3wgs
1,155,-10759.897,run5p3wgs_t
3,155,-10729.581,run5p3wgs_t
0,155,-10342.799,run5p3wgs_t
2,155,-9846.992,run5p3wgs_t
1,155,-11517.292,run5p9wgs
2,155,-11107.338,run5p9wgs
3,155,-10974.72,run5p9wgs
0,155,-10661.378,run5p9wgs
3,155,-15451.244,run5p9wgs_t
0,155,-14611.314,run5p9wgs_t
1,155,-14564.892,run5p9wgs_t
2,155,-14330.923,run5p9wgs_t
1,156,289.743,run5p2wgs
3,156,1604.078,run5p2wgs
2,156,1640.222,run5p2wgs
0,156,1645.465,run5p2wgs
3,156,-1460.835,run5p2wgs_t
1,156,-1359.625,run5p2wgs_t
0,156,136.82,run5p2wgs_t
3,156,-8937.238,run5p3wgs
1,156,-8287.557,run5p3wgs
0,156,-8275.723,run5p3wgs
2,156,-8266.545,run5p3wgs
3,156,-10751.305,run5p3wgs_t
1,156,-10682.646,run5p3wgs_t
0,156,-10323.044,run5p3wgs_t
2,156,-9927.648,run5p3wgs_t
1,156,-11564.329,run5p9wgs
2,156,-11137.409,run5p9wgs
3,156,-10947.583,run5p9wgs
0,156,-10683.153,run5p9wgs
3,156,-15541.177,run5p9wgs_t
1,156,-14631.364,run5p9wgs_t
0,156,-14546.085,run5p9wgs_t
2,156,-14242.77,run5p9wgs_t
1,157,323.997,run5p2wgs
0,157,1615.825,run5p2wgs
2,157,1650.67,run5p2wgs
3,157,1655.402,run5p2wgs
1,157,-1365.491,run5p2wgs_t
0,157,96.33,run5p2wgs_t
3,157,-8877.318,run5p3wgs
1,157,-8308.189,run5p3wgs
0,157,-8293.45,run5p3wgs
2,157,-8278.544,run5p3wgs
3,157,-10822.527,run5p3wgs_t
1,157,-10713.104,run5p3wgs_t
0,157,-10363.019,run5p3wgs_t
2,157,-9924.065,run5p3wgs_t
1,157,-11511.08,run5p9wgs
2,157,-11172.574,run5p9wgs
3,157,-10932.207,run5p9wgs
0,157,-10654.776,run5p9wgs
3,157,-15704.683,run5p9wgs_t
1,157,-14653.633,run5p9wgs_t
0,157,-14630.201,run5p9wgs_t
2,157,-14399.019,run5p9wgs_t
1,158,348.403,run5p2wgs
0,158,1601.982,run5p2wgs
2,158,1671.566,run5p2wgs
3,158,1690.201,run5p2wgs
1,158,-1420.105,run5p2wgs_t
0,158,133.414,run5p2wgs_t
3,158,-8868.021,run5p3wgs
1,158,-8286.3,run5p3wgs
2,158,-8277.124,run5p3wgs
0,158,-8272.557,run5p3wgs
1,158,-10763.033,run5p3wgs_t
3,158,-10734.775,run5p3wgs_t
0,158,-10402.39,run5p3wgs_t
2,158,-9922.477,run5p3wgs_t
1,158,-11511.679,run5p9wgs
2,158,-11202.723,run5p9wgs
3,158,-10955.492,run5p9wgs
0,158,-10667.388,run5p9wgs
3,158,-15638.981,run5p9wgs_t
1,158,-14702.276,run5p9wgs_t
0,158,-14639.426,run5p9wgs_t
2,158,-14337.663,run5p9wgs_t
1,159,329.724,run5p2wgs
2,159,1629.522,run5p2wgs
0,159,1629.747,run5p2wgs
3,159,1679.236,run5p2wgs
1,159,-1443.617,run5p2wgs_t
0,159,211.648,run5p2wgs_t
3,159,-8888.583,run5p3wgs
1,159,-8329.267,run5p3wgs
0,159,-8281.35,run5p3wgs
2,159,-8272.307,run5p3wgs
1,159,-10818.794,run5p3wgs_t
3,159,-10736.229,run5p3wgs_t
0,159,-10397.197,run5p3wgs_t
2,159,-9900.866,run5p3wgs_t
1,159,-11522.921,run5p9wgs
2,159,-11208.141,run5p9wgs
3,159,-10943.509,run5p9wgs
0,159,-10646.293,run5p9wgs
3,159,-15590.512,run5p9wgs_t
1,159,-14645.632,run5p9wgs_t
0,159,-14545.48,run5p9wgs_t
2,159,-14450.178,run5p9wgs_t
1,160,275.404,run5p2wgs
0,160,1575.059,run5p2wgs
2,160,1639.057,run5p2wgs
3,160,1712.001,run5p2wgs
1,160,-1306.06,run5p2wgs_t
0,160,18.727,run5p2wgs_t
3,160,-8883.667,run5p3wgs
1,160,-8320.683,run5p3wgs
2,160,-8290.458,run5p3wgs
0,160,-8269.554,run5p3wgs
1,160,-10853.787,run5p3wgs_t
3,160,-10743.263,run5p3wgs_t
0,160,-10478.208,run5p3wgs_t
2,160,-9911.061,run5p3wgs_t
1,160,-11537.542,run5p9wgs
2,160,-11129.592,run5p9wgs
3,160,-11007.072,run5p9wgs
0,160,-10641.398,run5p9wgs
3,160,-15627.069,run5p9wgs_t
1,160,-14686.025,run5p9wgs_t
0,160,-14556.482,run5p9wgs_t
2,160,-14416.912,run5p9wgs_t
1,161,249.541,run5p2wgs
0,161,1642.626,run5p2wgs
2,161,1656.618,run5p2wgs
3,161,1711.241,run5p2wgs
1,161,-1232.618,run5p2wgs_t
0,161,-40.782,run5p2wgs_t
3,161,-8807.558,run5p3wgs
1,161,-8331.163,run5p3wgs
0,161,-8289.112,run5p3wgs
2,161,-8267.395,run5p3wgs
1,161,-10945.108,run5p3wgs_t
3,161,-10747.838,run5p3wgs_t
0,161,-10478.607,run5p3wgs_t
2,161,-9890.845,run5p3wgs_t
1,161,-11506.14,run5p9wgs
2,161,-11149.575,run5p9wgs
3,161,-11014.696,run5p9wgs
0,161,-10603.625,run5p9wgs
3,161,-15702.179,run5p9wgs_t
1,161,-14720.288,run5p9wgs_t
0,161,-14597.004,run5p9wgs_t
2,161,-14513.462,run5p9wgs_t
1,162,296.512,run5p2wgs
0,162,1625.585,run5p2wgs
2,162,1656.101,run5p2wgs
3,162,1665.922,run5p2wgs
1,162,-1313.387,run5p2wgs_t
0,162,-107.236,run5p2wgs_t
3,162,-8863.07,run5p3wgs
1,162,-8313.093,run5p3wgs
2,162,-8281.946,run5p3wgs
0,162,-8273.442,run5p3wgs
1,162,-10952.238,run5p3wgs_t
3,162,-10762.962,run5p3wgs_t
0,162,-10454.179,run5p3wgs_t
2,162,-9869.195,run5p3wgs_t
1,162,-11500.156,run5p9wgs
2,162,-11093.443,run5p9wgs
3,162,-10971.193,run5p9wgs
0,162,-10601.384,run5p9wgs
3,162,-15667.782,run5p9wgs_t
1,162,-14715.689,run5p9wgs_t
0,162,-14609.275,run5p9wgs_t
2,162,-14455.551,run5p9wgs_t
1,163,310.568,run5p2wgs
0,163,1640.28,run5p2wgs
2,163,1670.817,run5p2wgs
3,163,1721.816,run5p2wgs
1,163,-1336.157,run5p2wgs_t
0,163,-40.0,run5p2wgs_t
3,163,-8803.232,run5p3wgs
1,163,-8294.912,run5p3wgs
0,163,-8282.128,run5p3wgs
2,163,-8278.024,run5p3wgs
1,163,-10985.731,run5p3wgs_t
3,163,-10804.446,run5p3wgs_t
0,163,-10447.084,run5p3wgs_t
2,163,-9870.071,run5p3wgs_t
1,163,-11485.15,run5p9wgs
2,163,-11082.899,run5p9wgs
3,163,-10983.644,run5p9wgs
0,163,-10549.564,run5p9wgs
3,163,-15580.166,run5p9wgs_t
1,163,-14684.806,run5p9wgs_t
0,163,-14546.702,run5p9wgs_t
2,163,-14371.159,run5p9wgs_t
1,164,263.519,run5p2wgs
0,164,1607.465,run5p2wgs
2,164,1673.478,run5p2wgs
3,164,1706.689,run5p2wgs
1,164,-1247.024,run5p2wgs_t
0,164,-46.908,run5p2wgs_t
3,164,-8824.222,run5p3wgs
1,164,-8325.837,run5p3wgs
0,164,-8282.906,run5p3wgs
2,164,-8275.97,run5p3wgs
1,164,-10849.771,run5p3wgs_t
3,164,-10808.486,run5p3wgs_t
0,164,-10512.092,run5p3wgs_t
2,164,-9879.104,run5p3wgs_t
1,164,-11535.937,run5p9wgs
2,164,-11114.166,run5p9wgs
3,164,-10934.692,run5p9wgs
0,164,-10564.338,run5p9wgs
3,164,-15512.745,run5p9wgs_t
1,164,-14698.092,run5p9wgs_t
0,164,-14495.323,run5p9wgs_t
2,164,-14356.869,run5p9wgs_t
1,165,258.385,run5p2wgs
0,165,1630.65,run5p2wgs
3,165,1672.435,run5p2wgs
2,165,1679.013,run5p2wgs
1,165,-1171.283,run5p2wgs_t
0,165,-58.225,run5p2wgs_t
3,165,-8846.419,run5p3wgs
2,165,-8269.677,run5p3wgs
0,165,-8266.805,run5p3wgs
1,165,-8259.223,run5p3wgs
