chain,iter,log_p,dataset
2,455,-8284.471,run5p3wgs
3,455,-10881.274,run5p3wgs_t
1,455,-10632.914,run5p3wgs_t
0,455,-10348.055,run5p3wgs_t
2,455,-9885.616,run5p3wgs_t
1,455,-11611.294,run5p9wgs
2,455,-11282.617,run5p9wgs
3,455,-11157.278,run5p9wgs
0,455,-10666.46,run5p9wgs
3,455,-14946.193,run5p9wgs_t
2,455,-14815.048,run5p9wgs_t
1,455,-14759.092,run5p9wgs_t
0,455,-14635.106,run5p9wgs_t
1,456,923.366,run5p2wgs
3,456,1445.579,run5p2wgs
0,456,1624.272,run5p2wgs
2,456,1654.944,run5p2wgs
0,456,-8306.933,run5p3wgs
2,456,-8267.575,run5p3wgs
3,456,-10881.756,run5p3wgs_t
1,456,-10563.563,run5p3wgs_t
0,456,-10396.657,run5p3wgs_t
2,456,-9989.732,run5p3wgs_t
1,456,-11654.025,run5p9wgs
2,456,-11303.195,run5p9wgs
3,456,-11173.51,run5p9wgs
0,456,-10653.058,run5p9wgs
3,456,-15050.592,run5p9wgs_t
1,456,-14839.317,run5p9wgs_t
2,456,-14836.398,run5p9wgs_t
0,456,-14624.38,run5p9wgs_t
1,457,967.252,run5p2wgs
3,457,1463.965,run5p2wgs
0,457,1600.273,run5p2wgs
2,457,1701.52,run5p2wgs
0,457,-8308.273,run5p3wgs
2,457,-8278.31,run5p3wgs
3,457,-10817.711,run5p3wgs_t
1,457,-10512.023,run5p3wgs_t
0,457,-10388.889,run5p3wgs_t
2,457,-9933.645,run5p3wgs_t
1,457,-11698.417,run5p9wgs
2,457,-11233.288,run5p9wgs
3,457,-11211.884,run5p9wgs
0,457,-10694.18,run5p9wgs
3,457,-15025.646,run5p9wgs_t
1,457,-14825.845,run5p9wgs_t
2,457,-14755.149,run5p9wgs_t
0,457,-14631.553,run5p9wgs_t
1,458,947.304,run5p2wgs
3,458,1534.802,run5p2wgs
0,458,1563.029,run5p2wgs
2,458,1656.957,run5p2wgs
0,458,-8321.008,run5p3wgs
2,458,-8269.917,run5p3wgs
3,458,-10860.17,run5p3wgs_t
1,458,-10445.638,run5p3wgs_t
0,458,-10321.215,run5p3wgs_t
2,458,-9912.015,run5p3wgs_t
1,458,-11593.99,run5p9wgs
2,458,-11223.68,run5p9wgs
3,458,-11165.737,run5p9wgs
0,458,-10693.704,run5p9wgs
3,458,-15045.21,run5p9wgs_t
1,458,-14765.384,run5p9wgs_t
2,458,-14728.625,run5p9wgs_t
0,458,-14606.599,run5p9wgs_t
1,459,838.556,run5p2wgs
3,459,1457.395,run5p2wgs
0,459,1591.265,run5p2wgs
2,459,1670.653,run5p2wgs
0,459,-8307.15,run5p3wgs
2,459,-8281.592,run5p3wgs
3,459,-10945.526,run5p3wgs_t
1,459,-10565.321,run5p3wgs_t
0,459,-10350.976,run5p3wgs_t
2,459,-9905.76,run5p3wgs_t
1,459,-11541.997,run5p9wgs
3,459,-11226.426,run5p9wgs
2,459,-11203.27,run5p9wgs
0,459,-10668.96,run5p9wgs
3,459,-15079.117,run5p9wgs_t
1,459,-14858.893,run5p9wgs_t
2,459,-14764.977,run5p9wgs_t
0,459,-14752.363,run5p9wgs_t
1,460,841.21,run5p2wgs
3,460,1415.709,run5p2wgs
0,460,1539.374,run5p2wgs
2,460,1695.528,run5p2wgs
2,460,-8304.464,run5p3wgs
0,460,-8300.28,run5p3wgs
3,460,-10845.884,run5p3wgs_t
1,460,-10712.099,run5p3wgs_t
0,460,-10313.701,run5p3wgs_t
2,460,-9862.717,run5p3wgs_t
1,460,-11519.388,run5p9wgs
2,460,-11248.371,run5p9wgs
3,460,-11204.178,run5p9wgs
0,460,-10700.812,run5p9wgs
3,460,-15009.538,run5p9wgs_t
1,460,-14928.219,run5p9wgs_t
2,460,-14791.968,run5p9wgs_t
0,460,-14710.936,run5p9wgs_t
1,461,983.596,run5p2wgs
3,461,1399.054,run5p2wgs
0,461,1555.032,run5p2wgs
2,461,1683.215,run5p2wgs
0,461,-8311.705,run5p3wgs
2,461,-8298.188,run5p3wgs
3,461,-10908.628,run5p3wgs_t
1,461,-10681.029,run5p3wgs_t
0,461,-10350.107,run5p3wgs_t
2,461,-9909.219,run5p3wgs_t
1,461,-11538.673,run5p9wgs
2,461,-11201.374,run5p9wgs
3,461,-11194.554,run5p9wgs
0,461,-10687.908,run5p9wgs
3,461,-15043.771,run5p9wgs_t
1,461,-14875.3,run5p9wgs_t
2,461,-14854.635,run5p9wgs_t
0,461,-14680.03,run5p9wgs_t
1,462,1002.224,run5p2wgs
3,462,1377.12,run5p2wgs
0,462,1548.601,run5p2wgs
2,462,1716.349,run5p2wgs
2,462,-8295.183,run5p3wgs
0,462,-8289.051,run5p3wgs
3,462,-10954.689,run5p3wgs_t
1,462,-10652.359,run5p3wgs_t
0,462,-10300.235,run5p3wgs_t
2,462,-9943.552,run5p3wgs_t
1,462,-11540.446,run5p9wgs
3,462,-11255.305,run5p9wgs
2,462,-11228.567,run5p9wgs
0,462,-10674.888,run5p9wgs
3,462,-15057.584,run5p9wgs_t
2,462,-14845.937,run5p9wgs_t
0,462,-14733.463,run5p9wgs_t
1,462,-14733.399,run5p9wgs_t
1,463,977.968,run5p2wgs
3,463,1520.745,run5p2wgs
0,463,1521.046,run5p2wgs
2,463,1667.939,run5p2wgs
2,463,-8295.351,run5p3wgs
0,463,-8287.348,run5p3wgs
3,463,-10935.917,run5p3wgs_t
1,463,-10634.636,run5p3wgs_t
0,463,-10341.359,run5p3wgs_t
2,463,-9925.083,run5p3wgs_t
1,463,-11546.867,run5p9wgs
2,463,-11297.179,run5p9wgs
3,463,-11287.254,run5p9wgs
0,463,-10683.817,run5p9wgs
3,463,-15049.943,run5p9wgs_t
0,463,-14797.918,run5p9wgs_t
2,463,-14793.693,run5p9wgs_t
1,463,-14729.79,run5p9wgs_t
1,464,994.539,run5p2wgs
3,464,1442.485,run5p2wgs
0,464,1512.776,run5p2wgs
2,464,1667.141,run5p2wgs
2,464,-8308.215,run5p3wgs
0,464,-8291.831,run5p3wgs
3,464,-10926.941,run5p3wgs_t
1,464,-10726.571,run5p3wgs_t
0,464,-10398.34,run5p3wgs_t
2,464,-9934.018,run5p3wgs_t
1,464,-11542.852,run5p9wgs
3,464,-11245.098,run5p9wgs
2,464,-11244.247,run5p9wgs
0,464,-10654.833,run5p9wgs
3,464,-14952.365,run5p9wgs_t
2,464,-14801.767,run5p9wgs_t
1,464,-14779.167,run5p9wgs_t
0,464,-14705.875,run5p9wgs_t
1,465,934.646,run5p2wgs
3,465,1448.039,run5p2wgs
0,465,1499.677,run5p2wgs
2,465,1652.951,run5p2wgs
0,465,-8278.628,run5p3wgs
2,465,-8267.037,run5p3wgs
3,465,-10901.207,run5p3wgs_t
1,465,-10762.786,run5p3wgs_t
0,465,-10334.579,run5p3wgs_t
2,465,-9943.989,run5p3wgs_t
1,465,-11494.171,run5p9wgs
2,465,-11220.774,run5p9wgs
3,465,-11216.21,run5p9wgs
0,465,-10661.47,run5p9wgs
1,465,-14887.061,run5p9wgs_t
3,465,-14872.396,run5p9wgs_t
2,465,-14688.125,run5p9wgs_t
0,465,-14647.704,run5p9wgs_t
1,466,917.67,run5p2wgs
3,466,1397.672,run5p2wgs
0,466,1501.517,run5p2wgs
2,466,1660.958,run5p2wgs
0,466,-8296.856,run5p3wgs
2,466,-8279.057,run5p3wgs
3,466,-10999.619,run5p3wgs_t
1,466,-10785.721,run5p3wgs_t
0,466,-10440.319,run5p3wgs_t
2,466,-9891.481,run5p3wgs_t
1,466,-11539.416,run5p9wgs
2,466,-11227.147,run5p9wgs
3,466,-11226.971,run5p9wgs
0,466,-10679.824,run5p9wgs
3,466,-14836.376,run5p9wgs_t
1,466,-14746.483,run5p9wgs_t
2,466,-14736.193,run5p9wgs_t
0,466,-14707.986,run5p9wgs_t
1,467,947.374,run5p2wgs
3,467,1399.719,run5p2wgs
0,467,1477.827,run5p2wgs
2,467,1652.475,run5p2wgs
0,467,-8287.78,run5p3wgs
2,467,-8271.156,run5p3wgs
3,467,-10946.404,run5p3wgs_t
1,467,-10739.263,run5p3wgs_t
0,467,-10378.657,run5p3wgs_t
2,467,-9898.978,run5p3wgs_t
1,467,-11470.619,run5p9wgs
3,467,-11309.718,run5p9wgs
2,467,-11226.517,run5p9wgs
0,467,-10674.154,run5p9wgs
3,467,-14799.943,run5p9wgs_t
1,467,-14788.499,run5p9wgs_t
2,467,-14736.39,run5p9wgs_t
0,467,-14680.341,run5p9wgs_t
1,468,902.287,run5p2wgs
3,468,1264.224,run5p2wgs
0,468,1525.645,run5p2wgs
2,468,1672.482,run5p2wgs
0,468,-8304.84,run5p3wgs
2,468,-8264.365,run5p3wgs
3,468,-11007.351,run5p3wgs_t
1,468,-10665.381,run5p3wgs_t
0,468,-10380.137,run5p3wgs_t
2,468,-9896.328,run5p3wgs_t
1,468,-11465.732,run5p9wgs
2,468,-11299.588,run5p9wgs
3,468,-11278.06,run5p9wgs
0,468,-10663.309,run5p9wgs
1,468,-14811.092,run5p9wgs_t
0,468,-14739.152,run5p9wgs_t
2,468,-14691.067,run5p9wgs_t
3,468,-14672.929,run5p9wgs_t
1,469,918.101,run5p2wgs
3,469,1285.593,run5p2wgs
0,469,1548.647,run5p2wgs
2,469,1654.906,run5p2wgs
0,469,-8296.237,run5p3wgs
2,469,-8283.104,run5p3wgs
3,469,-10871.783,run5p3wgs_t
1,469,-10571.337,run5p3wgs_t
0,469,-10345.848,run5p3wgs_t
2,469,-9928.046,run5p3wgs_t
1,469,-11457.794,run5p9wgs
3,469,-11277.474,run5p9wgs
2,469,-11264.318,run5p9wgs
0,469,-10667.687,run5p9wgs
1,469,-14817.556,run5p9wgs_t
0,469,-14744.604,run5p9wgs_t
3,469,-14669.182,run5p9wgs_t
2,469,-14608.82,run5p9wgs_t
1,470,894.738,run5p2wgs
3,470,1260.598,run5p2wgs
0,470,1548.504,run5p2wgs
2,470,1650.644,run5p2wgs
0,470,-8294.418,run5p3wgs
2,470,-8289.506,run5p3wgs
3,470,-10845.917,run5p3wgs_t
1,470,-10621.969,run5p3wgs_t
0,470,-10318.612,run5p3wgs_t
2,470,-9932.726,run5p3wgs_t
1,470,-11426.73,run5p9wgs
2,470,-11276.062,run5p9wgs
3,470,-11221.97,run5p9wgs
0,470,-10695.474,run5p9wgs
1,470,-14824.879,run5p9wgs_t
0,470,-14787.231,run5p9wgs_t
2,470,-14627.494,run5p9wgs_t
3,470,-14608.882,run5p9wgs_t
1,471,969.45,run5p2wgs
3,471,1385.953,run5p2wgs
0,471,1548.667,run5p2wgs
2,471,1632.718,run5p2wgs
2,471,-8297.419,run5p3wgs
0,471,-8273.267,run5p3wgs
3,471,-10843.439,run5p3wgs_t
1,471,-10609.412,run5p3wgs_t
0,471,-10353.887,run5p3wgs_t
2,471,-9992.138,run5p3wgs_t
1,471,-11429.294,run5p9wgs
3,471,-11207.746,run5p9wgs
2,471,-11196.097,run5p9wgs
0,471,-10685.263,run5p9wgs
1,471,-14867.391,run5p9wgs_t
0,471,-14756.068,run5p9wgs_t
3,471,-14628.167,run5p9wgs_t
2,471,-14605.281,run5p9wgs_t
1,472,969.385,run5p2wgs
3,472,1354.42,run5p2wgs
0,472,1529.13,run5p2wgs
2,472,1640.807,run5p2wgs
2,472,-8305.662,run5p3wgs
0,472,-8295.533,run5p3wgs
3,472,-10950.434,run5p3wgs_t
1,472,-10562.721,run5p3wgs_t
0,472,-10390.791,run5p3wgs_t
2,472,-10035.918,run5p3wgs_t
1,472,-11458.042,run5p9wgs
3,472,-11272.108,run5p9wgs
2,472,-11214.165,run5p9wgs
0,472,-10694.406,run5p9wgs
1,472,-14872.992,run5p9wgs_t
0,472,-14816.211,run5p9wgs_t
2,472,-14634.498,run5p9wgs_t
3,472,-14606.257,run5p9wgs_t
1,473,948.667,run5p2wgs
3,473,1352.032,run5p2wgs
0,473,1519.378,run5p2wgs
2,473,1678.093,run5p2wgs
2,473,-8305.014,run5p3wgs
0,473,-8297.507,run5p3wgs
3,473,-10906.469,run5p3wgs_t
1,473,-10612.269,run5p3wgs_t
0,473,-10468.368,run5p3wgs_t
2,473,-10015.263,run5p3wgs_t
1,473,-11477.427,run5p9wgs
3,473,-11289.289,run5p9wgs
2,473,-11159.534,run5p9wgs
0,473,-10713.973,run5p9wgs
0,473,-14849.064,run5p9wgs_t
1,473,-14829.966,run5p9wgs_t
2,473,-14700.76,run5p9wgs_t
3,473,-14638.063,run5p9wgs_t
1,474,963.317,run5p2wgs
3,474,1386.857,run5p2wgs
0,474,1534.498,run5p2wgs
2,474,1639.833,run5p2wgs
0,474,-8307.049,run5p3wgs
2,474,-8296.112,run5p3wgs
3,474,-10977.424,run5p3wgs_t
1,474,-10650.298,run5p3wgs_t
0,474,-10489.589,run5p3wgs_t
2,474,-9980.007,run5p3wgs_t
1,474,-11498.667,run5p9wgs
3,474,-11205.274,run5p9wgs
2,474,-11106.219,run5p9wgs
0,474,-10662.743,run5p9wgs
0,474,-14835.067,run5p9wgs_t
1,474,-14775.256,run5p9wgs_t
2,474,-14739.465,run5p9wgs_t
3,474,-14658.33,run5p9wgs_t
1,475,1031.247,run5p2wgs
3,475,1386.282,run5p2wgs
0,475,1637.512,run5p2wgs
2,475,1655.784,run5p2wgs
0,475,-8312.708,run5p3wgs
2,475,-8303.479,run5p3wgs
3,475,-11069.907,run5p3wgs_t
1,475,-10601.172,run5p3wgs_t
0,475,-10486.269,run5p3wgs_t
2,475,-9950.354,run5p3wgs_t
1,475,-11560.535,run5p9wgs
3,475,-11213.774,run5p9wgs
2,475,-11104.745,run5p9wgs
0,475,-10699.847,run5p9wgs
2,475,-14818.431,run5p9wgs_t
1,475,-14806.966,run5p9wgs_t
0,475,-14696.446,run5p9wgs_t
3,475,-14670.669,run5p9wgs_t
1,476,999.251,run5p2wgs
3,476,1390.432,run5p2wgs
0,476,1633.029,run5p2wgs
2,476,1651.999,run5p2wgs
2,476,-8300.978,run5p3wgs
0,476,-8300.557,run5p3wgs
3,476,-10997.598,run5p3wgs_t
0,476,-10525.514,run5p3wgs_t
1,476,-10464.546,run5p3wgs_t
2,476,-9876.693,run5p3wgs_t
1,476,-11549.663,run5p9wgs
3,476,-11216.838,run5p9wgs
2,476,-11090.644,run5p9wgs
0,476,-10652.568,run5p9wgs
0,476,-14835.683,run5p9wgs_t
1,476,-14757.413,run5p9wgs_t
2,476,-14690.558,run5p9wgs_t
3,476,-14559.926,run5p9wgs_t
1,477,991.071,run5p2wgs
3,477,1341.849,run5p2wgs
0,477,1605.378,run5p2wgs
2,477,1689.519,run5p2wgs
0,477,-8310.031,run5p3wgs
2,477,-8299.536,run5p3wgs
3,477,-10914.599,run5p3wgs_t
0,477,-10460.582,run5p3wgs_t
1,477,-10457.058,run5p3wgs_t
2,477,-9925.994,run5p3wgs_t
1,477,-11521.391,run5p9wgs
3,477,-11245.322,run5p9wgs
2,477,-11069.668,run5p9wgs
0,477,-10639.111,run5p9wgs
1,477,-14786.771,run5p9wgs_t
2,477,-14754.932,run5p9wgs_t
0,477,-14719.242,run5p9wgs_t
3,477,-14669.073,run5p9wgs_t
1,478,1061.741,run5p2wgs
3,478,1325.38,run5p2wgs
0,478,1631.066,run5p2wgs
2,478,1675.999,run5p2wgs
2,478,-8312.714,run5p3wgs
0,478,-8290.173,run5p3wgs
3,478,-11021.427,run5p3wgs_t
0,478,-10468.425,run5p3wgs_t
1,478,-10422.125,run5p3wgs_t
2,478,-9874.09,run5p3wgs_t
1,478,-11542.485,run5p9wgs
3,478,-11222.099,run5p9wgs
2,478,-11119.039,run5p9wgs
0,478,-10677.162,run5p9wgs
2,478,-14790.398,run5p9wgs_t
1,478,-14762.916,run5p9wgs_t
3,478,-14738.907,run5p9wgs_t
0,478,-14701.509,run5p9wgs_t
1,479,1108.228,run5p2wgs
3,479,1380.67,run5p2wgs
0,479,1611.193,run5p2wgs
2,479,1671.091,run5p2wgs
0,479,-8297.623,run5p3wgs
2,479,-8290.793,run5p3wgs
3,479,-11027.116,run5p3wgs_t
0,479,-10483.126,run5p3wgs_t
1,479,-10393.874,run5p3wgs_t
2,479,-9880.143,run5p3wgs_t
1,479,-11471.264,run5p9wgs
2,479,-11188.431,run5p9wgs
3,479,-11165.899,run5p9wgs
0,479,-10658.044,run5p9wgs
2,479,-14837.518,run5p9wgs_t
1,479,-14806.176,run5p9wgs_t
3,479,-14740.409,run5p9wgs_t
0,479,-14704.089,run5p9wgs_t
1,480,1052.22,run5p2wgs
3,480,1453.331,run5p2wgs
0,480,1605.308,run5p2wgs
2,480,1657.014,run5p2wgs
0,480,-8295.827,run5p3wgs
2,480,-8284.882,run5p3wgs
3,480,-11027.752,run5p3wgs_t
0,480,-10421.7,run5p3wgs_t
1,480,-10375.435,run5p3wgs_t
2,480,-9914.853,run5p3wgs_t
1,480,-11498.722,run5p9wgs
2,480,-11171.171,run5p9wgs
3,480,-11160.748,run5p9wgs
0,480,-10647.082,run5p9wgs
2,480,-14857.12,run5p9wgs_t
3,480,-14802.275,run5p9wgs_t
0,480,-14713.573,run5p9wgs_t
1,480,-14705.805,run5p9wgs_t
1,481,1049.314,run5p2wgs
3,481,1421.735,run5p2wgs
2,481,1614.856,run5p2wgs
0,481,1641.062,run5p2wgs
2,481,-8292.93,run5p3wgs
0,481,-8282.564,run5p3wgs
3,481,-11120.535,run5p3wgs_t
1,481,-10564.463,run5p3wgs_t
0,481,-10434.06,run5p3wgs_t
2,481,-9864.699,run5p3wgs_t
1,481,-11434.239,run5p9wgs
3,481,-11179.467,run5p9wgs
2,481,-11174.782,run5p9wgs
0,481,-10644.081,run5p9wgs
2,481,-14848.181,run5p9wgs_t
1,481,-14789.702,run5p9wgs_t
0,481,-14772.197,run5p9wgs_t
3,481,-14752.575,run5p9wgs_t
1,482,998.614,run5p2wgs
3,482,1448.15,run5p2wgs
0,482,1618.071,run5p2wgs
2,482,1627.238,run5p2wgs
2,482,-8293.232,run5p3wgs
0,482,-8283.806,run5p3wgs
3,482,-11062.342,run5p3wgs_t
1,482,-10524.601,run5p3wgs_t
0,482,-10415.347,run5p3wgs_t
2,482,-9893.244,run5p3wgs_t
1,482,-11439.896,run5p9wgs
3,482,-11232.89,run5p9wgs
2,482,-11172.384,run5p9wgs
0,482,-10657.526,run5p9wgs
3,482,-14848.118,run5p9wgs_t
0,482,-14848.041,run5p9wgs_t
1,482,-14839.9,run5p9wgs_t
2,482,-14829.601,run5p9wgs_t
1,483,1042.037,run5p2wgs
3,483,1455.538,run5p2wgs
0,483,1613.763,run5p2wgs
2,483,1668.389,run5p2wgs
2,483,-8284.783,run5p3wgs
0,483,-8267.582,run5p3wgs
3,483,-11175.561,run5p3wgs_t
1,483,-10545.316,run5p3wgs_t
0,483,-10429.14,run5p3wgs_t
2,483,-9841.74,run5p3wgs_t
1,483,-11458.522,run5p9wgs
2,483,-11220.978,run5p9wgs
3,483,-11211.621,run5p9wgs
0,483,-10667.454,run5p9wgs
3,483,-14873.932,run5p9wgs_t
0,483,-14867.865,run5p9wgs_t
1,483,-14829.52,run5p9wgs_t
2,483,-14797.517,run5p9wgs_t
1,484,1089.667,run5p2wgs
3,484,1374.485,run5p2wgs
0,484,1595.653,run5p2wgs
2,484,1678.233,run5p2wgs
0,484,-8277.801,run5p3wgs
2,484,-8269.301,run5p3wgs
3,484,-11138.41,run5p3wgs_t
1,484,-10592.857,run5p3wgs_t
0,484,-10506.505,run5p3wgs_t
2,484,-9897.992,run5p3wgs_t
1,484,-11511.021,run5p9wgs
3,484,-11249.37,run5p9wgs
2,484,-11228.98,run5p9wgs
0,484,-10697.942,run5p9wgs
0,484,-14997.486,run5p9wgs_t
3,484,-14854.778,run5p9wgs_t
2,484,-14824.266,run5p9wgs_t
1,484,-14792.629,run5p9wgs_t
1,485,1023.994,run5p2wgs
3,485,1370.959,run5p2wgs
0,485,1615.785,run5p2wgs
2,485,1677.755,run5p2wgs
0,485,-8289.162,run5p3wgs
2,485,-8278.692,run5p3wgs
3,485,-11117.936,run5p3wgs_t
1,485,-10612.298,run5p3wgs_t
0,485,-10513.297,run5p3wgs_t
2,485,-9872.871,run5p3wgs_t
1,485,-11597.136,run5p9wgs
3,485,-11292.621,run5p9wgs
2,485,-11200.754,run5p9wgs
0,485,-10738.679,run5p9wgs
0,485,-15072.538,run5p9wgs_t
1,485,-14863.774,run5p9wgs_t
2,485,-14850.407,run5p9wgs_t
3,485,-14788.393,run5p9wgs_t
1,486,1004.117,run5p2wgs
3,486,1351.975,run5p2wgs
0,486,1623.823,run5p2wgs
2,486,1640.701,run5p2wgs
0,486,-8293.656,run5p3wgs
2,486,-8280.77,run5p3wgs
3,486,-11100.477,run5p3wgs_t
1,486,-10645.19,run5p3wgs_t
0,486,-10401.172,run5p3wgs_t
2,486,-9804.609,run5p3wgs_t
1,486,-11481.387,run5p9wgs
3,486,-11382.655,run5p9wgs
2,486,-11173.83,run5p9wgs
0,486,-10728.573,run5p9wgs
0,486,-15073.28,run5p9wgs_t
1,486,-14893.938,run5p9wgs_t
3,486,-14788.763,run5p9wgs_t
2,486,-14778.083,run5p9wgs_t
1,487,1045.95,run5p2wgs
3,487,1314.805,run5p2wgs
0,487,1570.92,run5p2wgs
2,487,1643.83,run5p2wgs
2,487,-8272.862,run5p3wgs
0,487,-8269.419,run5p3wgs
3,487,-11113.063,run5p3wgs_t
1,487,-10587.285,run5p3wgs_t
0,487,-10451.729,run5p3wgs_t
2,487,-9836.539,run5p3wgs_t
1,487,-11491.623,run5p9wgs
3,487,-11349.076,run5p9wgs
2,487,-11178.905,run5p9wgs
0,487,-10725.336,run5p9wgs
0,487,-14898.788,run5p9wgs_t
1,487,-14893.573,run5p9wgs_t
2,487,-14817.357,run5p9wgs_t
3,487,-14805.97,run5p9wgs_t
1,488,1075.265,run5p2wgs
3,488,1409.754,run5p2wgs
0,488,1554.289,run5p2wgs
2,488,1663.569,run5p2wgs
0,488,-8292.381,run5p3wgs
2,488,-8279.148,run5p3wgs
3,488,-11098.582,run5p3wgs_t
1,488,-10508.545,run5p3wgs_t
0,488,-10480.101,run5p3wgs_t
2,488,-9797.574,run5p3wgs_t
1,488,-11486.511,run5p9wgs
3,488,-11275.411,run5p9wgs
2,488,-11178.008,run5p9wgs
0,488,-10724.809,run5p9wgs
0,488,-15045.443,run5p9wgs_t
1,488,-14936.158,run5p9wgs_t
2,488,-14731.353,run5p9wgs_t
3,488,-14712.266,run5p9wgs_t
1,489,951.274,run5p2wgs
3,489,1391.249,run5p2wgs
0,489,1575.359,run5p2wgs
2,489,1712.437,run5p2wgs
2,489,-8285.094,run5p3wgs
0,489,-8281.848,run5p3wgs
3,489,-11060.827,run5p3wgs_t
1,489,-10536.137,run5p3wgs_t
0,489,-10447.822,run5p3wgs_t
2,489,-9840.328,run5p3wgs_t
1,489,-11439.623,run5p9wgs
3,489,-11339.889,run5p9wgs
2,489,-11221.945,run5p9wgs
0,489,-10759.362,run5p9wgs
0,489,-14974.384,run5p9wgs_t
1,489,-14875.837,run5p9wgs_t
3,489,-14670.629,run5p9wgs_t
2,489,-14660.097,run5p9wgs_t
1,490,1027.068,run5p2wgs
3,490,1374.1,run5p2wgs
0,490,1582.219,run5p2wgs
2,490,1651.706,run5p2wgs
0,490,-8287.399,run5p3wgs
2,490,-8270.303,run5p3wgs
3,490,-11214.924,run5p3wgs_t
1,490,-10622.537,run5p3wgs_t
0,490,-10524.219,run5p3wgs_t
2,490,-9897.884,run5p3wgs_t
1,490,-11508.668,run5p9wgs
3,490,-11352.217,run5p9wgs
2,490,-11268.521,run5p9wgs
0,490,-10729.358,run5p9wgs
1,490,-14851.308,run5p9wgs_t
0,490,-14845.425,run5p9wgs_t
2,490,-14702.373,run5p9wgs_t
3,490,-14684.383,run5p9wgs_t
1,491,1061.319,run5p2wgs
3,491,1326.742,run5p2wgs
0,491,1548.195,run5p2wgs
2,491,1678.578,run5p2wgs
0,491,-8294.162,run5p3wgs
2,491,-8289.818,run5p3wgs
3,491,-11153.938,run5p3wgs_t
1,491,-10593.435,run5p3wgs_t
0,491,-10558.083,run5p3wgs_t
2,491,-9897.533,run5p3wgs_t
1,491,-11533.448,run5p9wgs
2,491,-11348.997,run5p9wgs
3,491,-11310.5,run5p9wgs
0,491,-10704.475,run5p9wgs
1,491,-14849.498,run5p9wgs_t
0,491,-14829.884,run5p9wgs_t
2,491,-14727.456,run5p9wgs_t
3,491,-14699.072,run5p9wgs_t
1,492,1068.514,run5p2wgs
3,492,1322.288,run5p2wgs
0,492,1559.795,run5p2wgs
2,492,1681.867,run5p2wgs
0,492,-8283.711,run5p3wgs
2,492,-8268.828,run5p3wgs
3,492,-11059.444,run5p3wgs_t
1,492,-10575.385,run5p3wgs_t
0,492,-10511.179,run5p3wgs_t
2,492,-9924.19,run5p3wgs_t
1,492,-11492.679,run5p9wgs
2,492,-11306.336,run5p9wgs
3,492,-11212.033,run5p9wgs
0,492,-10710.801,run5p9wgs
1,492,-14900.985,run5p9wgs_t
3,492,-14776.146,run5p9wgs_t
2,492,-14674.881,run5p9wgs_t
0,492,-14665.404,run5p9wgs_t
1,493,1071.667,run5p2wgs
3,493,1301.713,run5p2wgs
0,493,1496.401,run5p2wgs
2,493,1684.221,run5p2wgs
0,493,-8295.825,run5p3wgs
2,493,-8284.023,run5p3wgs
3,493,-11037.249,run5p3wgs_t
1,493,-10614.899,run5p3wgs_t
0,493,-10585.615,run5p3wgs_t
2,493,-9888.584,run5p3wgs_t
1,493,-11482.933,run5p9wgs
3,493,-11251.76,run5p9wgs
2,493,-11213.319,run5p9wgs
0,493,-10715.048,run5p9wgs
1,493,-14877.101,run5p9wgs_t
3,493,-14799.43,run5p9wgs_t
2,493,-14688.858,run5p9wgs_t
0,493,-14669.174,run5p9wgs_t
1,494,1053.241,run5p2wgs
3,494,1313.805,run5p2wgs
0,494,1538.203,run5p2wgs
2,494,1681.691,run5p2wgs
0,494,-8293.608,run5p3wgs
2,494,-8279.222,run5p3wgs
3,494,-11069.747,run5p3wgs_t
1,494,-10638.966,run5p3wgs_t
0,494,-10548.142,run5p3wgs_t
2,494,-9890.092,run5p3wgs_t
1,494,-11485.107,run5p9wgs
2,494,-11234.651,run5p9wgs
3,494,-11159.731,run5p9wgs
0,494,-10699.199,run5p9wgs
1,494,-14913.094,run5p9wgs_t
3,494,-14820.774,run5p9wgs_t
0,494,-14765.547,run5p9wgs_t
2,494,-14715.486,run5p9wgs_t
1,495,1058.938,run5p2wgs
3,495,1364.753,run5p2wgs
0,495,1544.159,run5p2wgs
2,495,1669.141,run5p2wgs
0,495,-8305.006,run5p3wgs
2,495,-8274.635,run5p3wgs
3,495,-10951.165,run5p3wgs_t
1,495,-10645.498,run5p3wgs_t
0,495,-10514.773,run5p3wgs_t
2,495,-9826.367,run5p3wgs_t
1,495,-11524.593,run5p9wgs
2,495,-11174.018,run5p9wgs
3,495,-11156.971,run5p9wgs
0,495,-10643.634,run5p9wgs
1,495,-14869.99,run5p9wgs_t
3,495,-14790.442,run5p9wgs_t
2,495,-14705.186,run5p9wgs_t
0,495,-14704.513,run5p9wgs_t
1,496,1009.248,run5p2wgs
3,496,1333.024,run5p2wgs
0,496,1571.389,run5p2wgs
2,496,1672.66,run5p2wgs
0,496,-8291.252,run5p3wgs
2,496,-8281.571,run5p3wgs
3,496,-10913.298,run5p3wgs_t
1,496,-10575.056,run5p3wgs_t
0,496,-10523.469,run5p3wgs_t
2,496,-9875.702,run5p3wgs_t
1,496,-11622.381,run5p9wgs
3,496,-11326.99,run5p9wgs
2,496,-11125.158,run5p9wgs
0,496,-10660.061,run5p9wgs
1,496,-14851.585,run5p9wgs_t
3,496,-14848.162,run5p9wgs_t
0,496,-14700.658,run5p9wgs_t
